type,value,chembl,target
IC50,5.48,CHEMBL422235,3
IC50,5.87,CHEMBL420599,3
IC50,5.06,CHEMBL203324,3
IC50,4.16,CHEMBL182703,3
IC50,6.47,CHEMBL3703702,3
IC50,8.70,CHEMBL1094190,3
IC50,5.55,CHEMBL3676174,3
IC50,6.52,CHEMBL142238,3
IC50,7.59,CHEMBL2414307,3
IC50,7.77,CHEMBL3901988,3
IC50,9.09,CHEMBL4208778,3
IC50,7.55,CHEMBL557755,3
IC50,8.30,CHEMBL245648,3
IC50,9.07,CHEMBL557200,3
IC50,6.64,CHEMBL363638,3
IC50,5.48,CHEMBL195833,3
IC50,9.03,CHEMBL3654370,3
IC50,9.57,CHEMBL1916484,3
IC50,5.00,CHEMBL188108,3
IC50,8.15,CHEMBL211015,3
IC50,8.95,CHEMBL567252,3
IC50,5.14,CHEMBL1650664,3
IC50,6.35,CHEMBL193995,3
IC50,5.00,CHEMBL189519,3
IC50,8.98,CHEMBL1928252,3
IC50,8.30,CHEMBL289344,3
IC50,8.70,CHEMBL323473,3
IC50,5.21,CHEMBL4640216,3
IC50,8.92,CHEMBL1671905,3
IC50,5.57,CHEMBL304277,3
IC50,5.68,CHEMBL188162,3
IC50,6.44,CHEMBL302299,3
IC50,7.22,CHEMBL435502,3
IC50,7.70,CHEMBL456548,3
IC50,7.42,CHEMBL3976546,3
IC50,9.00,CHEMBL8132,3
IC50,7.22,CHEMBL423550,3
IC50,5.85,CHEMBL68448,3
IC50,5.33,CHEMBL332686,3
IC50,6.01,CHEMBL4648832,3
IC50,9.93,CHEMBL3654374,3
IC50,5.12,CHEMBL3676173,3
IC50,8.62,CHEMBL4206105,3
IC50,5.05,CHEMBL2115234,3
IC50,6.72,CHEMBL116818,3
IC50,8.10,CHEMBL414842,3
IC50,10.00,CHEMBL3654362,3
IC50,8.96,CHEMBL455451,3
IC50,8.25,CHEMBL4099219,3
IC50,4.04,CHEMBL4094543,3
IC50,7.30,CHEMBL181916,3
IC50,5.46,CHEMBL187632,3
IC50,8.58,CHEMBL564374,3
IC50,8.57,CHEMBL34276,3
IC50,8.00,CHEMBL3936651,3
IC50,8.70,CHEMBL1650866,3
IC50,5.00,CHEMBL1642568,3
IC50,5.22,CHEMBL190365,3
IC50,4.85,CHEMBL119321,3
IC50,8.44,CHEMBL285737,3
IC50,7.89,CHEMBL3970271,3
IC50,5.89,CHEMBL126177,3
IC50,8.00,CHEMBL1650673,3
IC50,9.57,CHEMBL2333219,3
IC50,5.50,CHEMBL3937157,3
IC50,7.96,CHEMBL4212186,3
IC50,4.22,CHEMBL360627,3
IC50,5.43,CHEMBL185697,3
IC50,6.37,CHEMBL195830,3
IC50,7.70,CHEMBL336457,3
IC50,4.42,CHEMBL144656,3
IC50,8.97,CHEMBL2333221,3
IC50,8.88,CHEMBL1916300,3
IC50,7.28,CHEMBL4206296,3
IC50,7.92,CHEMBL3940648,3
IC50,10.05,CHEMBL1916299,3
IC50,5.99,CHEMBL190773,3
IC50,6.32,CHEMBL3703688,3
IC50,6.42,CHEMBL366025,3
IC50,7.00,CHEMBL462983,3
IC50,7.07,CHEMBL4288553,3
IC50,8.58,CHEMBL4210468,3
IC50,8.52,CHEMBL4214135,3
IC50,7.25,CHEMBL30936,3
IC50,9.55,CHEMBL569045,3
IC50,5.52,CHEMBL552952,3
IC50,7.98,CHEMBL4292389,3
IC50,5.62,CHEMBL278644,3
IC50,6.19,CHEMBL332624,3
IC50,6.10,CHEMBL4641767,3
IC50,6.58,CHEMBL1650854,3
IC50,8.00,CHEMBL18745,3
IC50,6.96,CHEMBL4642376,3
IC50,6.25,CHEMBL409425,3
IC50,8.46,CHEMBL46621,3
IC50,9.19,CHEMBL1097717,3
IC50,8.80,CHEMBL282114,3
IC50,7.30,CHEMBL43795,3
IC50,6.15,CHEMBL194005,3
IC50,5.14,CHEMBL3963184,3
IC50,8.38,CHEMBL460293,3
IC50,4.44,CHEMBL340558,3
IC50,5.52,CHEMBL285361,3
IC50,6.40,CHEMBL70837,3
IC50,10.15,CHEMBL1094544,3
IC50,5.12,CHEMBL188962,3
IC50,7.77,CHEMBL3978271,3
IC50,6.80,CHEMBL4288354,3
IC50,8.85,CHEMBL356968,3
IC50,7.48,CHEMBL3892367,3
IC50,6.96,CHEMBL1236703,3
IC50,9.51,CHEMBL589797,3
IC50,6.00,CHEMBL32183,3
IC50,6.00,CHEMBL125435,3
IC50,7.90,CHEMBL2180954,3
IC50,8.55,CHEMBL2414311,3
IC50,7.55,CHEMBL372427,3
IC50,5.77,CHEMBL173510,3
IC50,9.46,CHEMBL1094833,3
IC50,7.70,CHEMBL4207582,3
IC50,6.05,CHEMBL357921,3
IC50,8.11,CHEMBL370413,3
IC50,5.25,CHEMBL553677,3
IC50,8.465,CHEMBL3964896,3
IC50,6.14,CHEMBL1650861,3
IC50,5.53,CHEMBL189498,3
IC50,9.49,CHEMBL566820,3
IC50,10.70,CHEMBL1916485,3
IC50,8.61,CHEMBL1928274,3
IC50,7.86,CHEMBL2180949,3
IC50,8.52,CHEMBL3898716,3
IC50,7.88,CHEMBL3930444,3
IC50,8.28,CHEMBL283122,3
IC50,4.47,CHEMBL543042,3
IC50,7.14,CHEMBL493552,3
IC50,7.34,CHEMBL4061516,3
IC50,7.60,CHEMBL3703699,3
IC50,7.23,CHEMBL84731,3
IC50,8.43,CHEMBL321764,3
IC50,9.14,CHEMBL3654371,3
IC50,9.00,CHEMBL4468620,3
IC50,5.08,CHEMBL423933,3
IC50,5.96,CHEMBL305771,3
IC50,10.00,CHEMBL1916295,3
IC50,4.58,CHEMBL2381188,3
IC50,9.485,CHEMBL2333220,3
IC50,8.74,CHEMBL8410,3
IC50,7.47,CHEMBL305988,3
IC50,7.74,CHEMBL458713,3
IC50,7.24,CHEMBL2180953,3
IC50,5.87,CHEMBL4638725,3
IC50,7.70,CHEMBL4283473,3
IC50,9.08,CHEMBL4444940,3
IC50,5.82,CHEMBL213265,3
IC50,8.40,CHEMBL177716,3
IC50,6.50,CHEMBL493109,3
IC50,7.66,CHEMBL3898715,3
IC50,6.05,CHEMBL188628,3
IC50,4.11,CHEMBL1779427,3
IC50,5.92,CHEMBL116890,3
IC50,5.92,CHEMBL362528,3
IC50,4.73,CHEMBL184837,3
IC50,5.36,CHEMBL541327,3
IC50,8.70,CHEMBL46771,3
IC50,8.92,CHEMBL4212966,3
IC50,5.34,CHEMBL188241,3
IC50,5.64,CHEMBL283196,3
IC50,6.81,CHEMBL4279700,3
IC50,7.14,CHEMBL410057,3
IC50,7.05,CHEMBL193428,3
IC50,5.34,CHEMBL4075951,3
IC50,6.70,CHEMBL557593,3
IC50,7.96,CHEMBL558019,3
IC50,6.38,CHEMBL70471,3
IC50,4.46,CHEMBL45934,3
IC50,5.82,CHEMBL71874,3
IC50,7.00,CHEMBL87777,3
IC50,6.10,CHEMBL118717,3
IC50,6.20,CHEMBL371848,3
IC50,6.83,CHEMBL550478,3
IC50,8.70,CHEMBL295329,3
IC50,4.24,CHEMBL2110680,3
IC50,9.14,CHEMBL590545,3
IC50,5.46,CHEMBL125066,3
IC50,6.60,CHEMBL4212486,3
IC50,9.15,CHEMBL140520,3
IC50,7.00,CHEMBL67276,3
IC50,7.30,CHEMBL1097923,3
IC50,8.70,CHEMBL556863,3
IC50,10.40,CHEMBL569481,3
IC50,8.47,CHEMBL1737,3
IC50,8.52,CHEMBL4217166,3
IC50,7.22,CHEMBL87901,3
IC50,8.70,CHEMBL4203481,3
IC50,8.44,CHEMBL427043,3
IC50,10.10,CHEMBL1916291,3
IC50,9.32,CHEMBL278354,3
IC50,6.39,CHEMBL4168752,3
IC50,6.75,CHEMBL8184,3
IC50,4.82,CHEMBL47841,3
IC50,4.96,CHEMBL342998,3
IC50,5.69,CHEMBL1650873,3
IC50,8.28,CHEMBL3770899,3
IC50,9.00,CHEMBL369081,3
IC50,5.40,CHEMBL4580164,3
IC50,8.84,CHEMBL3654376,3
IC50,7.66,CHEMBL370241,3
IC50,8.41,CHEMBL1095123,3
IC50,8.15,CHEMBL43320,3
IC50,4.17,CHEMBL361469,3
IC50,5.70,CHEMBL3918044,3
IC50,5.41,CHEMBL122446,3
IC50,6.12,CHEMBL350993,3
IC50,6.30,CHEMBL361864,3
IC50,9.52,CHEMBL107349,3
IC50,5.77,CHEMBL188647,3
IC50,4.15,CHEMBL356323,3
IC50,5.15,CHEMBL34431,3
IC50,6.70,CHEMBL543016,3
IC50,7.89,CHEMBL76827,3
IC50,6.22,CHEMBL431544,3
IC50,5.55,CHEMBL1097586,3
IC50,8.19,CHEMBL208544,3
IC50,8.68,CHEMBL26229,3
IC50,8.82,CHEMBL3401745,3
IC50,8.96,CHEMBL543130,3
IC50,7.72,CHEMBL542899,3
IC50,6.64,CHEMBL554946,3
IC50,8.89,CHEMBL23375,3
IC50,6.84,CHEMBL196930,3
IC50,9.24,CHEMBL106180,3
IC50,5.82,CHEMBL125394,3
IC50,6.44,CHEMBL541847,3
IC50,4.52,CHEMBL4127641,3
IC50,9.44,CHEMBL569491,3
IC50,5.72,CHEMBL365618,3
IC50,9.22,CHEMBL4203892,3
IC50,9.15,CHEMBL545715,3
IC50,5.46,CHEMBL3703690,3
IC50,7.52,CHEMBL335148,3
IC50,6.07,CHEMBL1650675,3
IC50,5.29,CHEMBL187496,3
IC50,7.38,CHEMBL393913,3
IC50,6.84,CHEMBL4205788,3
IC50,7.48,CHEMBL371343,3
IC50,5.22,CHEMBL28835,3
IC50,7.00,CHEMBL514433,3
IC50,4.92,CHEMBL4635413,3
IC50,7.00,CHEMBL365943,3
IC50,4.66,CHEMBL125714,3
IC50,6.50,CHEMBL72650,3
IC50,6.09,CHEMBL294731,3
IC50,8.26,CHEMBL210930,3
IC50,6.87,CHEMBL87954,3
IC50,8.48,CHEMBL3401757,3
IC50,7.32,CHEMBL196700,3
IC50,4.93,CHEMBL4642224,3
IC50,4.70,CHEMBL358296,3
IC50,8.90,CHEMBL4213471,3
IC50,9.25,CHEMBL545712,3
IC50,9.22,CHEMBL41083,3
IC50,7.35,CHEMBL3982024,3
IC50,5.75,CHEMBL191335,3
IC50,10.10,CHEMBL1097823,3
IC50,9.77,CHEMBL584317,3
IC50,5.34,CHEMBL188397,3
IC50,6.09,CHEMBL68072,3
IC50,5.43,CHEMBL3703682,3
IC50,8.17,CHEMBL544546,3
IC50,4.43,CHEMBL142922,3
IC50,6.21,CHEMBL419806,3
IC50,7.20,CHEMBL86673,3
IC50,8.92,CHEMBL551050,3
IC50,5.25,CHEMBL1098959,3
IC50,8.60,CHEMBL1097780,3
IC50,8.92,CHEMBL418594,3
IC50,7.02,CHEMBL3703701,3
IC50,5.66,CHEMBL190376,3
IC50,10.30,CHEMBL38735,3
IC50,10.25,CHEMBL4062273,3
IC50,10.23,CHEMBL4072903,3
IC50,9.03,CHEMBL245721,3
IC50,4.47,CHEMBL357428,3
IC50,6.08,CHEMBL189520,3
IC50,8.19,CHEMBL280699,3
IC50,7.24,CHEMBL3914813,3
IC50,5.84,CHEMBL190307,3
IC50,8.59,CHEMBL565331,3
IC50,9.49,CHEMBL4092717,3
IC50,9.26,CHEMBL567446,3
IC50,9.55,CHEMBL1916302,3
IC50,6.43,CHEMBL466280,3
IC50,5.06,CHEMBL188971,3
IC50,6.96,CHEMBL4084966,3
IC50,8.00,CHEMBL4204952,3
IC50,7.70,CHEMBL44467,3
IC50,9.05,CHEMBL514435,3
IC50,10.55,CHEMBL3654363,3
IC50,7.40,CHEMBL281065,3
IC50,6.82,CHEMBL44508,3
IC50,9.55,CHEMBL63548,3
IC50,9.05,CHEMBL585327,3
IC50,4.73,CHEMBL119449,3
IC50,5.73,CHEMBL1650687,3
IC50,6.80,CHEMBL313482,3
IC50,6.19,CHEMBL1099244,3
IC50,6.50,CHEMBL365694,3
IC50,4.96,CHEMBL545520,3
IC50,6.85,CHEMBL324363,3
IC50,7.80,CHEMBL86785,3
IC50,8.59,CHEMBL3401753,3
IC50,8.00,CHEMBL183877,3
IC50,8.61,CHEMBL1928264,3
IC50,5.03,CHEMBL187341,3
IC50,6.01,CHEMBL4635740,3
IC50,8.384,CHEMBL168949,3
IC50,6.00,CHEMBL504118,3
IC50,5.44,CHEMBL357851,3
IC50,6.35,CHEMBL3703703,3
IC50,8.52,CHEMBL509728,3
IC50,5.00,CHEMBL553539,3
IC50,7.13,CHEMBL193364,3
IC50,7.40,CHEMBL146501,3
IC50,5.26,CHEMBL416815,3
IC50,9.54,CHEMBL4064315,3
IC50,8.00,CHEMBL183696,3
IC50,8.52,CHEMBL545242,3
IC50,7.54,CHEMBL193603,3
IC50,8.70,CHEMBL43862,3
IC50,8.72,CHEMBL23572,3
IC50,8.27,CHEMBL441223,3
IC50,6.26,CHEMBL24691,3
IC50,8.89,CHEMBL1916304,3
IC50,7.24,CHEMBL440786,3
IC50,6.52,CHEMBL308249,3
IC50,9.40,CHEMBL291127,3
IC50,7.70,CHEMBL180994,3
IC50,4.82,CHEMBL331514,3
IC50,8.40,CHEMBL40371,3
IC50,5.98,CHEMBL195600,3
IC50,4.96,CHEMBL1221434,3
IC50,4.19,CHEMBL31964,3
IC50,5.59,CHEMBL361448,3
IC50,5.41,CHEMBL366938,3
IC50,5.03,CHEMBL187442,3
IC50,5.82,CHEMBL466481,3
IC50,6.70,CHEMBL182829,3
IC50,5.90,CHEMBL1650881,3
IC50,7.11,CHEMBL2414304,3
IC50,8.82,CHEMBL298478,3
IC50,4.04,CHEMBL113368,3
IC50,9.96,CHEMBL566797,3
IC50,4.18,CHEMBL369431,3
IC50,7.77,CHEMBL377168,3
IC50,5.10,CHEMBL91042,3
IC50,6.50,CHEMBL511065,3
IC50,4.25,CHEMBL145515,3
IC50,7.12,CHEMBL372476,3
IC50,7.28,CHEMBL4292970,3
IC50,7.74,CHEMBL280576,3
IC50,8.52,CHEMBL2180948,3
IC50,5.67,CHEMBL118538,3
IC50,8.26,CHEMBL1094517,3
IC50,8.68,CHEMBL24543,3
IC50,7.87,CHEMBL563661,3
IC50,7.72,CHEMBL3927691,3
IC50,7.05,CHEMBL1650674,3
IC50,5.54,CHEMBL173317,3
IC50,7.75,CHEMBL207125,3
IC50,4.50,CHEMBL341475,3
IC50,5.06,CHEMBL3910060,3
IC50,4.30,CHEMBL4085450,3
IC50,8.70,CHEMBL3899814,3
IC50,9.15,CHEMBL583835,3
IC50,9.16,CHEMBL1928259,3
IC50,4.58,CHEMBL32093,3
IC50,5.50,CHEMBL188960,3
IC50,5.37,CHEMBL119328,3
IC50,9.52,CHEMBL26396,3
IC50,5.12,CHEMBL371587,3
IC50,5.82,CHEMBL186673,3
IC50,6.28,CHEMBL506893,3
IC50,8.67,CHEMBL3950484,3
IC50,6.55,CHEMBL3739783,3
IC50,6.56,CHEMBL430802,3
IC50,6.51,CHEMBL3703691,3
IC50,9.76,CHEMBL3654361,3
IC50,8.52,CHEMBL295614,3
IC50,6.42,CHEMBL67061,3
IC50,10.40,CHEMBL1094365,3
IC50,7.11,CHEMBL455412,3
IC50,6.98,CHEMBL422389,3
IC50,8.68,CHEMBL32255,3
IC50,7.52,CHEMBL4280648,3
IC50,7.81,CHEMBL3934370,3
IC50,6.80,CHEMBL497293,3
IC50,8.30,CHEMBL352722,3
IC50,4.80,CHEMBL308747,3
IC50,9.37,CHEMBL571912,3
IC50,6.14,CHEMBL63,3
IC50,4.75,CHEMBL354843,3
IC50,5.70,CHEMBL2326941,3
IC50,5.52,CHEMBL286021,3
IC50,5.16,CHEMBL3922249,3
IC50,7.22,CHEMBL364459,3
IC50,9.07,CHEMBL1928270,3
IC50,8.40,CHEMBL305618,3
IC50,8.15,CHEMBL458714,3
IC50,5.60,CHEMBL118209,3
IC50,7.04,CHEMBL3360415,3
IC50,5.25,CHEMBL361691,3
IC50,9.21,CHEMBL483655,3
IC50,8.10,CHEMBL183370,3
IC50,7.07,CHEMBL4641729,3
IC50,9.11,CHEMBL1094832,3
IC50,6.58,CHEMBL4638267,3
IC50,8.695,CHEMBL2333222,3
IC50,4.67,CHEMBL366491,3
IC50,6.20,CHEMBL4643394,3
IC50,8.73,CHEMBL1098654,3
IC50,7.40,CHEMBL4287438,3
IC50,7.85,CHEMBL3401752,3
IC50,6.70,CHEMBL494817,3
IC50,6.52,CHEMBL141506,3
IC50,8.40,CHEMBL2414317,3
IC50,5.12,CHEMBL263311,3
IC50,9.28,CHEMBL4212630,3
IC50,6.00,CHEMBL1650868,3
IC50,9.74,CHEMBL245517,3
IC50,4.66,CHEMBL90469,3
IC50,4.37,CHEMBL3972355,3
IC50,8.82,CHEMBL432657,3
IC50,8.81,CHEMBL1928261,3
IC50,8.52,CHEMBL297763,3
IC50,6.85,CHEMBL188333,3
IC50,5.52,CHEMBL359185,3
IC50,4.94,CHEMBL185296,3
IC50,7.09,CHEMBL371793,3
IC50,8.06,CHEMBL2414315,3
IC50,9.70,CHEMBL42988,3
IC50,6.96,CHEMBL554051,3
IC50,4.64,CHEMBL368198,3
IC50,8.635,CHEMBL1928277,3
IC50,7.30,CHEMBL1650865,3
IC50,8.35,CHEMBL106153,3
IC50,5.82,CHEMBL123846,3
IC50,6.66,CHEMBL215700,3
IC50,6.88,CHEMBL284535,3
IC50,5.50,CHEMBL189182,3
IC50,7.47,CHEMBL209062,3
IC50,8.15,CHEMBL3923840,3
IC50,5.89,CHEMBL362370,3
IC50,5.68,CHEMBL370638,3
IC50,5.89,CHEMBL341679,3
IC50,5.07,CHEMBL420539,3
IC50,5.44,CHEMBL302588,3
IC50,7.51,CHEMBL4209025,3
IC50,8.68,CHEMBL4218349,3
IC50,5.52,CHEMBL202740,3
IC50,5.47,CHEMBL1094591,3
IC50,4.52,CHEMBL542178,3
IC50,9.07,CHEMBL1098056,3
IC50,5.35,CHEMBL511513,3
IC50,6.85,CHEMBL3360412,3
IC50,8.27,CHEMBL4059555,3
IC50,9.15,CHEMBL545012,3
IC50,5.05,CHEMBL188030,3
IC50,9.21,CHEMBL148193,3
IC50,4.01,CHEMBL185108,3
IC50,8.52,CHEMBL45367,3
IC50,9.17,CHEMBL571693,3
IC50,7.96,CHEMBL3945565,3
IC50,7.30,CHEMBL1650862,3
IC50,5.35,CHEMBL1650878,3
IC50,8.15,CHEMBL34802,3
IC50,5.51,CHEMBL203829,3
IC50,6.16,CHEMBL3703685,3
IC50,7.70,CHEMBL360086,3
IC50,7.89,CHEMBL26445,3
IC50,7.70,CHEMBL277692,3
IC50,5.89,CHEMBL125164,3
IC50,6.37,CHEMBL366212,3
IC50,6.84,CHEMBL196063,3
IC50,8.15,CHEMBL1650676,3
IC50,6.57,CHEMBL362871,3
IC50,7.80,CHEMBL3703694,3
IC50,7.13,CHEMBL188461,3
IC50,5.52,CHEMBL91778,3
IC50,6.33,CHEMBL247269,3
IC50,10.06,CHEMBL1094191,3
IC50,5.40,CHEMBL3703689,3
IC50,8.17,CHEMBL552689,3
IC50,5.06,CHEMBL19224,3
IC50,5.58,CHEMBL191443,3
IC50,8.70,CHEMBL33121,3
IC50,9.00,CHEMBL297864,3
IC50,5.42,CHEMBL3793675,3
IC50,6.47,CHEMBL4073617,3
IC50,9.59,CHEMBL1928271,3
IC50,9.52,CHEMBL558338,3
IC50,7.19,CHEMBL3703692,3
IC50,10.70,CHEMBL1916486,3
IC50,8.60,CHEMBL4218398,3
IC50,8.59,CHEMBL566819,3
IC50,5.64,CHEMBL544584,3
IC50,7.80,CHEMBL555463,3
IC50,6.52,CHEMBL360508,3
IC50,5.92,CHEMBL118481,3
IC50,4.66,CHEMBL358574,3
IC50,7.79,CHEMBL566596,3
IC50,5.00,CHEMBL189772,3
IC50,7.485,CHEMBL54079,3
IC50,8.05,CHEMBL247065,3
IC50,7.19,CHEMBL522338,3
IC50,7.34,CHEMBL3955306,3
IC50,7.42,CHEMBL267805,3
IC50,8.61,CHEMBL1916474,3
IC50,9.70,CHEMBL591501,3
IC50,6.54,CHEMBL1650879,3
IC50,8.91,CHEMBL4483406,3
IC50,9.30,CHEMBL4203247,3
IC50,9.41,CHEMBL4217579,3
IC50,5.40,CHEMBL536568,3
IC50,5.28,CHEMBL493723,3
IC50,7.52,CHEMBL46831,3
IC50,8.17,CHEMBL285573,3
IC50,8.41,CHEMBL4286052,3
IC50,8.59,CHEMBL557022,3
IC50,9.89,CHEMBL567445,3
IC50,8.52,CHEMBL4209958,3
IC50,5.12,CHEMBL493514,3
IC50,5.02,CHEMBL124393,3
IC50,5.19,CHEMBL356928,3
IC50,6.00,CHEMBL525436,3
IC50,5.64,CHEMBL118217,3
IC50,4.13,CHEMBL185275,3
IC50,9.24,CHEMBL63686,3
IC50,6.46,CHEMBL189281,3
IC50,7.82,CHEMBL194341,3
IC50,9.02,CHEMBL555168,3
IC50,6.70,CHEMBL431377,3
IC50,8.00,CHEMBL544347,3
IC50,5.31,CHEMBL196346,3
IC50,8.26,CHEMBL563130,3
IC50,6.64,CHEMBL66323,3
IC50,6.30,CHEMBL507524,3
IC50,9.05,CHEMBL1094211,3
IC50,7.32,CHEMBL373320,3
IC50,5.80,CHEMBL267475,3
IC50,10.00,CHEMBL344018,3
IC50,10.15,CHEMBL1097506,3
IC50,6.96,CHEMBL306666,3
IC50,10.00,CHEMBL1916490,3
IC50,8.33,CHEMBL3978505,3
IC50,4.33,CHEMBL4649889,3
IC50,4.28,CHEMBL185370,3
IC50,9.21,CHEMBL4462192,3
IC50,6.33,CHEMBL212397,3
IC50,8.55,CHEMBL539806,3
IC50,8.68,CHEMBL3654375,3
IC50,8.40,CHEMBL42776,3
IC50,6.01,CHEMBL195282,3
IC50,8.96,CHEMBL110595,3
IC50,8.22,CHEMBL53538,3
IC50,8.66,CHEMBL279903,3
IC50,8.14,CHEMBL4289471,3
IC50,4.50,CHEMBL341866,3
IC50,6.83,CHEMBL4204146,3
IC50,7.83,CHEMBL378737,3
IC50,8.087,CHEMBL192,3
IC50,7.41,CHEMBL196289,3
IC50,8.52,CHEMBL24587,3
IC50,5.04,CHEMBL4634019,3
IC50,7.00,CHEMBL323746,3
IC50,9.00,CHEMBL1179483,3
IC50,5.83,CHEMBL188233,3
IC50,5.55,CHEMBL545523,3
IC50,8.70,CHEMBL291178,3
IC50,8.02,CHEMBL2414313,3
IC50,7.19,CHEMBL2180658,3
IC50,6.36,CHEMBL3703698,3
IC50,6.92,CHEMBL553819,3
IC50,4.66,CHEMBL312149,3
IC50,7.48,CHEMBL439673,3
IC50,7.30,CHEMBL359944,3
IC50,7.74,CHEMBL209509,3
IC50,6.11,CHEMBL52245,3
IC50,9.52,CHEMBL542166,3
IC50,7.62,CHEMBL3962991,3
IC50,9.21,CHEMBL444157,3
IC50,9.19,CHEMBL1095175,3
IC50,4.70,CHEMBL542216,3
IC50,7.30,CHEMBL1094590,3
IC50,5.16,CHEMBL3926786,3
IC50,7.52,CHEMBL393181,3
IC50,4.68,CHEMBL286020,3
IC50,7.40,CHEMBL3954259,3
IC50,7.22,CHEMBL3900593,3
IC50,5.80,CHEMBL63416,3
IC50,7.40,CHEMBL190849,3
IC50,8.35,CHEMBL2414312,3
IC50,8.20,CHEMBL281772,3
IC50,10.12,CHEMBL3654365,3
IC50,7.00,CHEMBL361136,3
IC50,5.23,CHEMBL63379,3
IC50,9.64,CHEMBL590036,3
IC50,5.84,CHEMBL1915906,3
IC50,5.54,CHEMBL1650678,3
IC50,5.96,CHEMBL196493,3
IC50,7.58,CHEMBL89151,3
IC50,5.48,CHEMBL3906921,3
IC50,4.24,CHEMBL553934,3
IC50,7.58,CHEMBL544816,3
IC50,6.75,CHEMBL213425,3
IC50,6.28,CHEMBL3360170,3
IC50,8.09,CHEMBL209235,3
IC50,4.52,CHEMBL90059,3
IC50,8.05,CHEMBL426650,3
IC50,6.04,CHEMBL195603,3
IC50,8.60,CHEMBL560545,3
IC50,9.51,CHEMBL1928265,3
IC50,8.80,CHEMBL519357,3
IC50,5.83,CHEMBL1650684,3
IC50,8.40,CHEMBL298294,3
IC50,7.85,CHEMBL4210653,3
IC50,7.10,CHEMBL4279614,3
IC50,7.26,CHEMBL4128481,3
IC50,4.70,CHEMBL329574,3
IC50,6.00,CHEMBL553820,3
IC50,10.15,CHEMBL585918,3
IC50,7.70,CHEMBL193855,3
IC50,6.55,CHEMBL42713,3
IC50,7.70,CHEMBL43665,3
IC50,9.328333333333333333333333333,CHEMBL1520,3
IC50,4.90,CHEMBL1079947,3
IC50,7.70,CHEMBL3969922,3
IC50,6.07,CHEMBL120099,3
IC50,7.40,CHEMBL187548,3
IC50,6.11,CHEMBL189566,3
IC50,7.29,CHEMBL538896,3
IC50,9.42,CHEMBL579669,3
IC50,9.70,CHEMBL1094499,3
IC50,5.21,CHEMBL1097215,3
IC50,9.82,CHEMBL1099069,3
IC50,8.81,CHEMBL4435186,3
IC50,8.11,CHEMBL3951618,3
IC50,8.40,CHEMBL456142,3
IC50,5.26,CHEMBL190906,3
IC50,5.50,CHEMBL363903,3
IC50,5.19,CHEMBL189008,3
IC50,7.52,CHEMBL4082746,3
IC50,7.00,CHEMBL43617,3
IC50,6.27,CHEMBL544818,3
IC50,4.89,CHEMBL71300,3
IC50,8.30,CHEMBL25311,3
IC50,8.70,CHEMBL42886,3
IC50,5.20,CHEMBL1650688,3
IC50,9.26,CHEMBL553960,3
IC50,8.77,CHEMBL81285,3
IC50,6.62,CHEMBL213099,3
IC50,7.84,CHEMBL563669,3
IC50,5.64,CHEMBL67892,3
IC50,5.01,CHEMBL191328,3
IC50,7.44,CHEMBL4218554,3
IC50,5.68,CHEMBL3323320,3
IC50,5.06,CHEMBL119284,3
IC50,9.00,CHEMBL1097719,3
IC50,6.89,CHEMBL371515,3
IC50,9.03,CHEMBL553348,3
IC50,5.66,CHEMBL498485,3
IC50,8.30,CHEMBL3895860,3
IC50,8.36,CHEMBL4206520,3
IC50,4.43,CHEMBL356138,3
IC50,6.51,CHEMBL2180662,3
IC50,7.15,CHEMBL2180657,3
IC50,9.30,CHEMBL1094238,3
IC50,7.04,CHEMBL86743,3
IC50,5.47,CHEMBL4471352,3
IC50,7.55,CHEMBL370118,3
IC50,7.33,CHEMBL3986764,3
IC50,9.52,CHEMBL591942,3
IC50,8.15,CHEMBL4202521,3
IC50,8.77,CHEMBL296294,3
IC50,7.31,CHEMBL112699,3
IC50,6.04,CHEMBL141975,3
IC50,8.70,CHEMBL46714,3
IC50,4.25,CHEMBL368322,3
IC50,9.11,CHEMBL1097718,3
IC50,4.75,CHEMBL182574,3
IC50,8.51,CHEMBL24536,3
IC50,5.17,CHEMBL119589,3
IC50,7.36,CHEMBL25391,3
IC50,9.16,CHEMBL1928258,3
IC50,4.96,CHEMBL324317,3
IC50,6.64,CHEMBL4289780,3
IC50,8.40,CHEMBL567251,3
IC50,7.00,CHEMBL381886,3
IC50,8.70,CHEMBL246470,3
IC50,6.57,CHEMBL35970,3
IC50,7.46,CHEMBL356178,3
IC50,8.28,CHEMBL208583,3
IC50,9.70,CHEMBL2112876,3
IC50,7.14,CHEMBL42869,3
IC50,7.13,CHEMBL362512,3
IC50,5.58,CHEMBL187497,3
IC50,5.70,CHEMBL3912663,3
IC50,4.50,CHEMBL1094589,3
IC50,9.42,CHEMBL1916479,3
IC50,7.52,CHEMBL194081,3
IC50,10.15,CHEMBL568839,3
IC50,7.89,CHEMBL377885,3
IC50,5.74,CHEMBL360645,3
IC50,6.98,CHEMBL316372,3
IC50,7.19,CHEMBL4084285,3
IC50,5.88,CHEMBL193663,3
IC50,9.05,CHEMBL560516,3
IC50,7.80,CHEMBL1928267,3
IC50,7.00,CHEMBL141980,3
IC50,8.51,CHEMBL4083346,3
IC50,6.46,CHEMBL583914,3
IC50,5.07,CHEMBL190263,3
IC50,6.58,CHEMBL1096598,3
